topic,image_id
96,I496540c51c8dc93d3c49d22c
95,Ie4d6e3c54441ed340c7fab93
56,Id381ab89bd63d77773cac2de
76,I8b3fb9b0b277b692c6ba47c0
76,Iddd4c0d9813eb7827977b734
52,I3380debcffd0def520e06999
69,I7ae1790b6e35a2b54a4234d1
64,Ib91ce4e549775cc6b05c88a4
81,I5eb59122af9e5b08f4b9fdde
61,I2341d6fe220d9cdaf771e5b6
72,I7a573b8fae07bab68a1802fe
82,I257a56059ae326af26da0b53
51,I69858db057a7847a3229c511
80,Ibca7a91199462aab103bfaa4
80,Idb678729de278b2b2ec7f2a8
80,I64773005b34293cf11ca4431
60,Ib10449f835f92310ce6db28a
71,Idcd0295a4cc067416f84027e
94,Ie332c77ee250c3611d43ffd5
70,I50eacebc0278e147cbe24391
100,I87f7356acec3ce0a6752054e
95,I8ce56c755350bf69645803e9
76,I46c438d94c22b796e9a9d10f
68,I9cb215262a3013e4c9c70e81
100,I33d09eb3f1dce4cb2f9cf3c6
62,I7a24c08e4bcb5629ab826e46
86,I87b098fd274d097fc7b99d04
61,I9f84b7c736da0a079b143449
94,Ia41ce48eac1b9256eebe1093
54,Iab0709a7dcc178767ff3106d
76,Iad7996e61261e48b7c7235c4
96,Ia67cc48ff9f73d3541ae335d
85,Ie3923469d6c9b22101de2c86
97,Iffa3c2345faed4437ab5e6fa
74,I26e11adf02ba8bb26119fa23
98,I5b53b1944267a604b4edae17
76,Ia7117bccaa87b0cf4ba2036a
89,I30349a42d5d03fdebb829081
80,Idb51de570d25a604b72e8636
74,Iae7bf2a9ebb77d844fd6cc59
100,Ibfc96c27e07b9306878c5e91
70,I9694015806157be5d1d654e1
68,I347a3f3b0e6ce30c5969363e
82,I5d41ac44b9cb0f8d15781e38
90,I5c7f7e1161a8a9e2e4cdc42c
56,Ie1d21ab24127d5293ba7bcc3
59,If10c2c07ef03daa654f80bb2
76,I397319d376293ccca44c3fcf
85,Ied6eb7e8b4e650568c90cc79
64,I2971cc423d9a9b46f1ef9595
84,Iaec2256892af89c15586b6f9
79,If4ff33486702fb196f48f951
95,I2cc2fe13ca57631d57b66a9f
53,I66cb89666690ef14b47015a6
92,Iabc7502bd53e9f037642aefc
84,Ie078c58f9e69fc3139af306d
77,I5948340eec0b3ed1d4cbad82
75,I16938139b932751ef29ad2e8
100,Ic7c2f42861776b40c5438d3e
71,I67907edda8ed52952a92d9e4
81,I8a680c9d4824d7f7e888f98b
65,I9adee7772680e656a7c59178
79,I73de9a05f5351ce281d68b86
87,I7d3f36a9e1321228e6842837
83,I265235bafab31611ae6a0f12
76,I2042c6f49362ee681e11cd34
59,I9652d3d5afc7979fc989e8ed
51,Ic40f3bd4dbd76cd2c4fab9d5
100,I8b3eb07c7743e5dd1b3b96d5
64,Ic36e8238192ea4fe3906fdc8
89,Iabfc476b0e4fa48cdc9a514c
69,Ifea2ce6c20b843d021e49d03
94,I2f6c88bb14c4637d582f9104
100,I6717a22620133c70c989980a
98,Ic5631c9b5ee0957faf97313e
71,Ifce8325d9893ecf30e24cd05
62,I34c73364e818b1ef15a51afc
65,I421dd959c7bf4e13642b738e
92,I0008217ad61de849a04e733a
77,Id16249301eb6ff86901ea731
94,I068aa92ae1d469706c8d147e
76,Ie7c2a802293bd5e08a2b1ba5
51,I548153329a9017d54a6fa659
66,Iad3f846a832c8bda75345b55
66,Icccff370fcf15efca8a13ec8
88,Iac9a042090d4237a4821f28c
94,I4e4d00ec21cdb7c1869a5dd6
70,I3e8fb08ec311184f97a270c9
98,I4927a2397647905e32b46697
70,I83c4b1fb50bbfa3be682522b
89,Ic85c4f541ed2a8d9f26c55a8
88,Ida7426e58ae960ae890afc58
74,I3661ed88e1a648492bb91433
93,I70577dc2cb92241fbc5bf9b7
100,Iad9a46f83b3f6d2536bf51a4
51,I4af2b2c709d4adbf20d0f2e2
84,I7a306805d798d296e49e452b
54,Id2a3891e0f6900ec36959d2b
97,Idbdc21e962f7851530e097c9
70,I1b6807b70fca0520af012aa9
75,I604117fbfd56a76f65ea34d4
66,Ieba95a729ceb0dfb076db8c4
65,I06f39ad6766031bbe137952a
95,Ic5cafa141cea9f2062293086
67,I38082a0305ee2010c51c0745
96,I0ed89fa94e72d2c52ed9f2c7
83,I783fd232b4fb38c507e0dc92
91,I9dcfcf3a3cd56880da2134fb
91,Iff83c82d1225058715cddd25
87,I07b4dd57380db42ab15d8aed
91,I1032fa612495039bf9c274bd
76,I5dfd4189e0a1fff2a6372bfd
99,I5c0d1986ab8085706b7fef70
72,I315a68529cff31356c773877
84,I54ddd80d2874786b3d909cac
68,Ic6ae2eb107d986e1a9d7b87c
56,I70e5b0cf79b251ced238d2c0
65,I18a7647a467612128c67b705
53,Ib24738eed7908b1e31cd842d
92,Id4ea205e4ab1b0596e5c48ee
63,I3134dd10dcd18dc599d4dfd9
65,I65b3138ea82a7afc3c795fed
60,I78daf9fc147e29ffccbe1c2b
99,Id39c3161e63a8d61ca73469d
76,I27db1bb0942f88cb1a3ed915
79,I3243dab6e2c9967f63c9fd39
83,I7de5a8d8ec2d01d16c137603
66,Ifc32e5435879fefdb134d344
87,I6a4f4869e56f256bcb16b4cd
75,I04e79ce82224007a5f5947ef
57,Ieab9f71f76a306810fd5b1f9
98,Icdc70399c87004248102e260
63,Ia3fb463ec75e3ade7c11a812
76,I6fdd8216665399a23940abc8
69,I30d360e5ba532cfd5ad03e21
66,Ibbf1a9ecd3b62cfdf7cd4e12
66,Iffff7d815f964f4cc6de3929
51,I29cc859377573c6755280f5d
82,Ib5cd8cb9fd0e74c076191dc9
51,I0ea1b9bf71770a749e2d5d76
86,I9b0c2f4869968f461db973bd
65,I3da628664a34e220969cb76d
67,If461913d1466f74050301328
66,I92afab145feb669c8e2f93a9
91,Ic08c111d31b3405589b30b3a
79,Ica5269bf24361813a5dc830c
76,I61309aeb2a326f50abb0d981
67,I6be69ed37cba203d8cfee5fa
97,I31a537ce3c4b5add780add3b
94,I1d84a60f6c932c14cc2998e6
52,I8e2ce6584c7c0e3df491973e
90,Id2f9488f8fc0682d7f487064
100,If6c93d35a2b34a2afac03658
81,I33a214b50135d8daa2be8d37
94,Icb437317c6ed342255bbdbf2
51,I92c8e632e59444dc975ed3f9
94,Idf418c12a15b7d7a0c044df8
81,I2ec9e7d23b59cee1c484e04d
94,I06c8c17d5acce118480f3003
61,I8d9adbba1db2e408a8fbf1f5
91,I094c88701e1a15c6c03d3832
99,I4d5660d856ae11dd4650a9be
90,I55845614d4748ad675355a19
71,I64c6f640d5ddadc9914e0efd
54,If48ab7ea7530982117eec087
91,Ib95faee13ff6312d1cc7e212
76,I5a5aefd076bc3de86db7a3e1
67,I333128dbbb2f7d970de4a613
100,I39903d65bdeda436b7d1ac92
76,I8264f93232b7872ac26c6165
77,I9121329d227c876e921af646
60,I2d20dfac1b1e72afb86d1f1d
64,Ibd4ea81c1d748fe91c85cf6e
55,I47f2d82f12b3ddac3928df93
67,I6bebf90d8844fbd5ebd8dd4d
76,Ib4f098cf45fab04b68931795
51,I691d49d4717cf3649f6ec804
68,I706a5e4a8d7fdf56e29ac6fb
63,I26015f7a4566e8ebdb9dafc9
73,Ib6ba4fb3ea1d6f35528cdf45
90,Ie12f7a19cc1f9b92ed0fad91
55,Ic174ef31fb95d93bca5fb7f2
57,Ie3eb594fe39d1db73c9b68ef
68,I109921ddc8e26de7497bb457
73,I31e1bafb1fed14d79b756e5b
100,I98bd193f57f96f5772b89944
76,Ib1da7e487dff019599640dca
53,I5161231ae6bd46745c3e6e67
97,Ief348ccfa94bffe4c4c82c4d
65,Idbf376ce4f23ca0857cfabd3
53,Ifd91ce3e3b7caa44440585aa
69,Ib096ea3754f1146c42887a84
83,Ia1d8c79a079d34c55810d53c
53,I60d38925b31d53e000f9c22a
97,I2c4c270b6092c602b3e9337d
73,I72da844c2bc2191e2e7a6ad4
69,I29914a270dda5a505a461c1c
83,Ic25f47617de75cd84c1d76d9
78,I4fbda92d0d8b982071ad153a
89,I688f8db6c615a6296503ffad
60,Ia8edaf688d55566eefaf4144
99,I6f08b29185441e5be7419587
76,Ibb66d4496af23e67d7ce68e4
63,Idb32c4c3f76cd32689499763
68,I25415e9009c273e050d0515b
72,Ib816f3e7e661f63d44a79134
72,I58224bfb67cb4328b0a27184
55,I71d32e1fdf6fa37164e057c2
79,Ie440a8573e446a14e8a4e68c
58,Iec3c2d03404ae643acc83f51
97,Ia4817de7b2cb5e79e95a8769
58,I13017d86997c175ef0ac17b2
85,I45670f8c0ff37db0fbc59a69
53,I75f43c8c1a66d180656074e0
71,I860d9763f025a83a6b9ec365
82,I6213f343f427eb2a1260ddbe
65,I67efad60d53dab81bc28d0df
74,Iac83f644a12581ddfa8b19ed
90,I5c428340f384797697f12052
78,Iea89b11072a0b18ea3807206
59,I585400622d83092b58b30c8b
71,Ic4c221775f693c012a275d96
97,I781b86b6185549b73fd294bf
70,If0c9732eeeb8069afc4ca8b7
83,I48a10ac68fe85933f65238d5
68,I55721f56733d1d8f01f3dc5f
91,I029c01300ac6e7a216bdc3c5
56,Iffe0d098f1a089dc63e873de
53,I09c1aba00d4e337a0317c855
69,I2a40c0d8c7e65ae098a31cde
74,Ib9c5a849606a7d0604fbf287
91,I40c666616cd52577972f7881
83,I1e955f3b1c8759c5d73f4697
86,I862d47451b2969d536007244
98,Ia65edb495525d59807f84250
78,Ic641f79f84654c99aa6f4016
91,Idc5f180ec0578582c8f45419
69,I811cdd8c492367bb02a833bd
94,Ic3022520702994347b96cfb4
64,I5954f9d897637fc278a7ee2d
94,I57d0b119ddd6e0aab9a29685
98,I0ee4875e6646636182d0ab7a
56,I5143ea5f310cbab72e8fad53
75,I074457f311d240162a7cdc86
74,I230662b2a4534e93fbf3c301
88,I6450b3d7947cdcdde54f7fa0
55,I97e3fae83471b7d34bd9a15d
60,I7081422bdc915337315426ce
55,Idcce839bff6e8313b5d08171
82,I669e9030f46b4b23280e239b
99,If9cd055eec05a46a2fddb923
90,I08ae022cdfd0565668900377
51,I9d6429e0197337bad93531af
75,I0d292e8f4c5cd7a8347d5398
91,Ia68d41868c3f2a1a5f5731d3
55,Ic4f9533058aea8e9f88b5fe6
57,Iec7834bb48ee5e15ae4957bd
79,I806903956e97a327de5a2b8c
62,Ieca209d345058d07baef54e9
71,I30e6b496684dace1b7e870c7
68,I296e5fa6789b1035613efdd6
88,I474ebac9771ba4eddf80c7af
70,Ifce9b93908a30e2ec6a8769f
74,Ie8aea352725182ef28fbd10c
87,I8bfe3e8ce9ec23853d8dbf1e
93,I28be8a1e04008d1423518343
92,Ia8414477c4c85779ad5819a0
82,Idead428202e8790c684cbd0f
75,I84254de9cc502e4691e243f5
88,Id845fe594951257dde9929d6
52,I35e8108f6f702d8cc637a01f
98,I0eabc25cd7505006d872814a
93,Icd3d3c2f0e15eaa884b6c25c
98,Ia67648d031212bc6146bb235
71,I6145c0c326bd2ce207222785
87,I2fd48bc1e7b13806ed600979
92,I15ca7d6ba4f71dacde0b4310
76,I843806cd9398afff817b2c62
72,I7a56851e6288f2e9797109a9
78,I43bfcdd087005f447188dcf0
78,I8b691a273b8ef57e32d3d47c
74,I5b4da2b26f5e0fde1194e242
66,Ia36946dadb3dc6815a120224
93,Ifcb8cd0046b7696fd62a8160
88,I54d98e14812f1913d668e7ae
100,I1187c186d29de8f644dcdc2c
58,Ia52807729bfe09d54605606f
64,Icc2aa435114e19764767687c
58,Iaba67b53380317c33abce04d
60,I7c813a7d327f5b94ab80c2a0
72,Ieb84ec14e8824f91e4b65d56
95,I1363576df790826acd243977
81,Iaf74a333da980aff9380d676
100,I0ccd3593dae1e2491240396b
52,Ie95caa59dff786c19eef70b8
84,I2ea8e14dce06a64cd1a2e29a
55,I26b85f0b560047944168a0da
74,I0ea410c3d41ed27abb1f6280
71,I74b86827cd40ab0a6446e74e
51,Ie380ddc2cb6e5438bfa7483c
94,Ic0744411a67c7bdf3a975c3c
88,I2f5f1b36715893321ad0d15a
96,I31d17410ec724a5ffd87250a
64,I3928ea80fc00196b47aec239
75,I501e1f546295110a10e8a766
84,I748bbe79724e030e16891d3b
83,I78b51fa385ee2041a5ae11a7
59,I708e11ef78ec991d731f22a4
79,I7c4223124045047eb58075b0
54,Ia5c98819aec1566e8de9eb66
70,I06422c424ad527769f6f109f
75,I9aa26e34bf26a75ce9989b1c
98,Ic760c3ad218e91b6e68d485b
88,Iea44e3c829b716a0cd459679
59,I8f3bcc1fba550f5b75d92adc
74,I47226aa9bc79666e59ab7c9b
79,I6f02c3bd6788ac2bf9f83d45
55,Ifdce197c3907117d16733cc4
60,Ib0c29dc213f281148387b66e
71,I3703235f7a4f522b2caf2f82
90,Iee9f5b08929613b75ba9c65a
63,Ibb254b26201561fabdb4573d
51,I7e3ba30ddf73fa53d628669c
78,Ib96f0404d234e8a6e8d9a638
65,I2e676eb86c355113cb3fd1e9
65,I564a6cf73d5369d81b1d333a
100,I50c9033ba916cf88270ce20c
63,I52799f83d4a62486734ebabf
59,If9f56c96cf1f777fbb2bb2c1
54,I52179700c1b660bab1c58cb5
65,I0a7baa0a9c59d49f18c705b0
55,I842e8bd00810c937032464cd
94,Ic3ca4a3c0dd31fa9fb5b8b30
84,Ic71998c8e16d023e6dbeb752
51,I2c1eb42dbf99b4653db4f176
77,I73567435b90378d8c4ad9a24
91,Ifff28507807fad9ab340da5a
84,I3ae6ae1b366a3d69bb341fac
100,I71fc571f0f827851aae4047a
58,Idab35796bd1dc52012ad4c3b
60,I3ce4965bd5c18632228a2bd2
70,I7c8f2ad91665ad5716637e92
60,I3a0d872f8d41bd459ba61683
51,If786cddd09dd70a29457d196
70,Ica4003f7f1ec81b2ff09a4a8
95,Id1e0f9f116a0ff3ffeddd88d
60,I6b70e5a5fd2796cc0a82b83e
72,Ice653c33387e19d6889b3593
52,Ie3df41eb745586a8adc1225f
97,I1de52940aeaf5137f6e5125e
92,I32e74fd1cf7e10aa5b6e5de6
99,Id6cdd96c77dba6c82c131269
72,Ie973d3863e2d6ec8b2efff9c
52,I4827b01ce205ba6acc2a245f
97,I074eb4d63ae46ff4fdad3d94
96,Ibdf794510721eb545302f7d6
55,Ic177a2316f642700697bf1fa
61,Ifee3ab066c10df684075058f
70,I10e5e7d67406a096ab9f321e
84,I17113ff4cf421a66224161f7
87,I5f0e766f7eb1384a66887595
55,I6d406e499d2b350bf9424e13
85,I6ec1d99e9ee070c6216b52d9
94,Idb1717a5bf1dec05a3d96563
64,Ie59d9dd7c36082f9bafa2122
99,I0623f5133a42b31933dbae85
77,I5cfcb0b1dcd15495212ccd74
71,Ie5c5dee579b44a15bbd855aa
74,I79678902c7de4a16e3306fec
86,I136f877172c4c2aa9aed2516
59,I87a8578b8cd59237ac02f8f3
60,I8e920e70a5b8ae2119acca4d
68,Ia6ff0f3076a9a4b9b0e37c7e
63,Ice4bfb7a31487a8c79e8dd7e
70,I5f5279626bc68bce69edcdbf
57,I4bf7f9c410ab4071915327b8
90,I5d5a301c21e8d2f1497eb6ad
65,If6bd556d8521aebeea3034c4
69,Idb7a82da479fe6962255e4d1
81,I8652a43442d8ca781dd100b9
84,I8d2af949e96dc5332140a055
60,Ia07323cb31970c401c17498a
99,Id0eccbf837478ea31413c956
75,I764ef61e39ef5de3c60efab8
94,I441bca8a0effec3dd370e993
95,I02c2900d94dcaabd5d3eb10f
51,I13cfe49dca6ff214dbcbf9f2
73,I52c2fe7d3c49cfd808da3aa8
100,I6003538a2803c8d7f1e2b15b
63,I5649d9f322942105cdae2109
69,I6ca1bd52b3ddc72211576f27
65,Iafd601fb7dffc9cbe943a82b
58,Ic2fcdb7ff6f9effe22f1a715
59,I69513d537a450eb53243eae0
59,Ia69269a70faaf18047d22d04
81,Ib61808bf6eb3b68086367e12
80,I28cc99f53d5083ed2032db14
57,I3bf33054aa73158ba47d9be5
67,I92c740de5a84f44e54b7303f
69,I5008052a2275fdc0fca752e9
73,Ie01db7a209c2da8c757223c0
65,Ib7dba3ec1aa43bd7cef2de9d
95,I76972ed0008f652007c8d8e9
97,I737860cde0867c428a89b57d
91,Ib72bc77d77679826c68024ba
99,Ib81c17d483174e6d413cac12
90,Ide84a9f28624fd9050ed5807
71,I5c3e8ca76f6ffef19d5f67d9
62,I3da2d212685088444df20307
76,Ibb765f2a0edd37140c1efb2b
51,Idea170cbc506f330c02ae239
74,I7c3709fb1a71078d302e8889
70,I3d4832996f7f7f3b04f885ef
94,Ia058610513f34121a3244c81
91,I5165e5ca091f5ac1fce36a92
67,Iae62891319f5d293f1014a5a
64,I6670374d94aa6a72b498ea4e
76,Ibf54069500f13b03a713e2a6
88,Ic2fcdb7ff6f9effe22f1a715
54,I69c39e6c5667072e39cc351a
100,Idbcba15b74d49d2aa0f774a9
87,I419ff6feec15a310defda58c
87,Ie8129b36fd0f410925569810
72,I1d78674167d59b6dc721d79e
74,I68fdfd099b8a5be4352ce575
63,If4fe4aeb4ad7188cfdfb6349
82,I507f9d22f459808bf47a6f54
87,I3fe0d41f6d7b937ca0b0cdae
66,Ia0503cb500e456829a411dcf
54,I03a1e69ed5530b7430f175eb
95,Iff729b3bf0e14c69c9ba0815
99,I2d57f16758b94472d0c08a58
82,I90d9a4108fd6856b9dbe71fb
73,If840b3cbe7f2a48d3326d335
87,Ifb59ca3bcfb587835cca8474
52,I4a16448257ceaf4f4a303914
78,I01bdd064651ae326558fec47
88,If0336abe050e122f2b62a8a5
94,I24e071c43bc9eaeee47933e5
56,I01be2e2ddcca1d7100cc6a5c
80,Id17b53bb24dce2ed1c8dbc84
69,I40676677ea99619f1cef4b6a
59,Idf99132f47fb4ec6a765a00e
76,If379b287e6a94bc60f3cb72d
71,I1e1a743c9c6ccaec684a6081
60,I0c2b19256c7ba95cfd899fd6
66,I21da455ce39558a9c5a479c8
74,I9e55686d38dca9cdaece828f
64,Iec0365532226bda7e96f9877
87,I8254e66b3c466ad0e34dbbf2
71,I8c0a94191f513329be09ed00
56,I20dad1e9d5bf4becbbbfdd60
95,Ie4e4e755bb137b5443487b9b
69,I299c0f66089edfc532ea6468
53,I6be198a9c58b4436e87e0243
86,I8613d95f178f9aeec5db34b3
56,Ic3afac2bc7f4a6d4cf67c40c
81,I1413fc34ac72c139ec51e204
76,I1eab2ad16fdce299e92fa60b
85,I36c8db9a8de7b23c70afb663
83,I8b490c3253b7a59ddf7580a8
52,Iae055d34a60a28ec13b8a277
86,I55c182e1352d639010c899ea
77,I5eed30c3a31562c7e4fe6870
77,I1c75de0a4dcfdd219ccbd052
73,I3ab7f5e3244d9dafd25db99f
77,I72b6d417cb300dedbb1f3ed0
82,I8488aa946fe9f041b817b8bd
99,I9d92cc07afa16133056f9ba0
70,Ifa47f300e4a5f6cf01d68c05
99,I8896eaeef7c78046064ea096
56,I44010ae7800b0988a89f168c
86,I2ec535bcc1d5caac2b1cf4b0
84,Ia8f1d8cee3d9cce59096769c
77,I01940bbbdcdfb2c349305841
65,Ib528b883a3bbf6038f9a049e
96,Icabe6788954a87d2cf8a5765
88,I6c83798967b84c112249ce20
51,Iab7701146651fb7a84de09dd
79,I66ee1c37c05aa4f59686331b
93,I1a0c2a7cada509fb04a453c6
56,Ib6b5551b224ec0f8e6c23887
78,Ib0135e3743cb54171894f9d2
53,I80da1e602e40966e8c3fce69
59,I255f9a80888b1de28943df9b
76,I411320343ac20f24fd4328d6
99,I78534318091bbebc77678ed3
70,I02414043eb68107cdd44fb40
95,Ie74085c3b986af5f4719361d
84,Ieea5e17e30938cb336517108
59,Ia90acbd500d1f41274252d4e
56,I081a145b2f1067666380873d
58,I0b649310576f07b98b1f5794
89,I7a6e7384c72c2d6599bc51cd
84,I679c838e88f000b25594f41d
100,Ia4fa71a6551ae765afc5f60e
91,Ic59df32bcd2de533d85258a9
97,Iea5bb9aad7b1b44483210dc3
76,Idf4e9547326474bd574f39c9
79,Ic3bdd8301db90bd6daabb5fe
52,I8a4e179e32e52ea716f606f1
90,I42a2de1ff22e80cba439bdda
54,Ie696582eae9ee4d371ae5884
75,I75084c49e1b845cfd61dac50
76,I0648c4d3b1124b24264dba05
56,I5aac72b231156a865c89906d
79,Ie0b8a308b15355b2f110feca
97,I4c2cee15e135e8abd5632812
88,I1a9b54463deb322cb0567daf
68,I212afe54bd493ee89d9a7866
55,I80129e0a2b61333564e6aa77
69,I702859266b19cb751c4b81b2
71,Ic6d64c5c87bcf2188b8e0cd5
72,Ic7d61b99ec42367bfa1615ba
79,Icf8fea2bb50fedd9aafdeba7
65,I2aeac02f7e87eea1ad65eaa0
69,I1d7062d60b07a96d399355df
69,I98c34133fc4e916c40b50e4f
89,I8d062ec78ad5097aa6559855
55,I72f99750bb952e2f461dc243
56,I6a610a1e326d5dab34a8a9ca
67,Ie8afe6dd51185f5a018387f7
71,Ie6a95e256c1718afa5f9b5b2
90,I0115bef03772921dfd8d5017
54,I4b3bc1a08d7e79dd73b4326f
97,I43139c75c447f6c795060864
66,Ia3a4ef8e86ca80a5092b9126
95,I6bbefc42b5868200702bf080
51,I1fa45f4d3655716f41596af3
73,I0bdb74fdbd4638c08d34dae1
85,I0f02d32b2c80d13d7fb5e375
72,I1d1099da90ed162a24b50cb9
100,I38f2bed6d66c340516f7e467
86,I688ec5ee02a5443450401ece
88,Ibd216d02ac33230f0bb9c94e
61,Id647c36e0c6689ed5b74c900
62,I9e2661b994df0c85705d2902
92,Ide4af7644555fd18ca9636fc
74,Icb0a113a0600b77405979f61
74,I0fa6d7d434c70dc5dd016515
88,I78a1d46437b08a386cf4fe53
94,Ia39aafca5b25c4371d6418a7
89,I9e096e7453013b2da0dde1b6
59,Ie309d73a09db9fcfc3e5f863
78,Ibc9edc404cd924774b86ee58
81,Ic5043c1b1fdc280a613d7b04
90,I27b22025f9dedbfddc8834a9
88,Ic1145859c3a02ee1e072e6a1
65,I8f83c9794794f7d0827aea93
79,Ia23c4e478195efd420e805a0
91,Icaa8009674891ed4836ef90a
73,I6fdca95f3ce8512de68f04df
94,I0f21c1a3733832664fd2a946
79,I0a0c83e71088ab5784a8b589
76,I799b874badad5f27a633aa3e
90,Ibfa9bf7cdf0f491ee816bfcf
69,I8f6c88f61f33f9e686ed9a48
92,Idd1004710790d1d585b464f6
86,Ie773c5d013d6ccbce90dbc3a
68,If92f59259409e5f74f9d6864
59,Id7c1ecc791aec17ddecb2044
91,Ia5e636c31eb0a0bf5aba045c
96,Ia77357a7e8e862aa8f133fd9
79,I6e1c411122cebd57771d608f
100,Ic1ef0ffb34f2b4a71944fad5
89,Ifc549afff46dfbbb579ed557
76,Ic2a156297688587d3a5ad3fb
71,I657aef46b05ecaa6f5d125bc
93,I651f150c650c68da5b8fe5ed
68,Iee89a46b8271e7d0b76a5f29
64,I50f4ef49ef57275f8eaedcdc
84,Ia25ee1d17818e877425af6d6
82,Ic77fc2bdcb75f344d77ec2b6
88,I35e2e3b74b6e8adb44a5d927
79,I4c44bc9b8d667ed9b98fa7ef
73,I84c990e26251b0ac0739f000
88,I916c270844eff8f0199f00a3
77,I96af3d6b61c31a5396017e72
72,I3317f4bae84a827f72686df0
89,Ib8ed2ec75f7e39c7fdff3039
92,Id76d75542d3d6cfb4851e6e5
65,Ie1da283252409341eddea246
66,I98600ad8634f8baf71a784c9
96,I62787c886ecbff929a478bc2
97,I72fd5ab026f5be7e2a2b8c9f
73,Ia933ea11bb58e3b1ba9c8b01
68,If1a3d86948c43755a03f022d
69,I077aa113fdd2602d7c5e1181
59,I44181cc1dba27cff1729ce23
55,I7276084ca56525d423e1663e
53,Ia87b5c77915e7c27a4092bac
70,Ia45fc43bc2c3225906438a9d
85,I7155cfd882c54967368180fd
98,I922278cb2dc55ed05c02f76c
96,I4421a98ecd036bd5d9da300a
91,I0418070e3f40e87d69de0f72
78,I4ad41c0667245f181a2e39e1
56,If316e970c5111989b94d3320
64,I321f348fcfd6fa744e64783c
68,I1daa8a1a78efa938b84b9d40
97,I737ac568eaf2d27b6438628d
72,If14a4b955f0c975a6ab1a7af
81,I86943b611613f69cc847f906
57,Icbf92bac868480aa41d7d499
63,Ia8391013e98517ed8ac6cfa8
73,I9d2c8debf72ffce4805c33e8
72,Idd8927bee5f215d52150e5f3
52,If66a4e243b92c7adfea26235
53,Iba3a06ac5d9fd933371822f2
87,Iab234b3b697a7c0a3819d556
59,I2f3799c4d90b178c9ccb90ec
55,I655998034a8a255e7a0c2540
97,I30177ef11c97655b19792254
97,I53e2dd5989010cd82b2bee7b
77,If6f0d845df89fd861a1bfd95
59,Iedaa1dea035611db0657e36a
88,I90b995081b30f989162ef06f
97,I4e4872d6181f5d920f6af5f3
52,Ib180da4a1c9b5889ef2fdc86
52,Ie80c25b4ecdad706461d9cb9
100,I67fa3a97d9e5669d72165e19
96,Ie504a510ef6c18f2d09806a4
100,I03f7b7a33e7504f7f70e9d89
61,I5652765dd8ef83bf21277b6d
79,I6242c864636b7b97c94b7a7f
78,Ib0010121270767508c17487b
58,If62c25e433930ae7e9f268d0
87,Ifceb3d628cb710bd4364b2e7
59,I9cf3e976145bba366e3f0244
57,Id31107763e6ff04e00b0926c
97,I981279179af74b50d9c323d1
59,I84f6256531bea033972bf8bc
99,I8ac9061e260af232bf21a8dc
95,Ib47963d71f7c3b3ea00a86a5
88,I48baf954ac81b76dfed02401
52,I477b690a18ddc444d8bbd0f9
78,Iadc54deea28cec09f15f17ac
77,I2fe0a253caf374b57f50a665
92,I5f97a584c45c98074ef88e34
97,Ife40ed5756b70496b3f89158
98,I5a2af2019d6d2c2a1036103b
51,Id066cf81e569f97b9ada3127
99,I5227e236123fd3a22c271bea
55,I67e285928bb07ea9e1c30de3
59,Ica60fc1a5745b44f3005cb29
58,I82b6c3b55038c9ab67d0a5dc
67,Ib07862863d8da78d41ba3db8
74,I4ac4a6f66999aa798cceb422
53,I766462a3801d30f9f1f74a92
74,I129262f3bdfcbe2c893642c0
74,Id74b89d4f7f1449ce5a7b8b4
77,I171dddeb2579aff226c49f72
63,I4b476c1b537c574376728730
90,Ib8ff5dba9411594c623eaf24
67,Ia505e54e25ef751a17fdc34a
99,I9e08d6b7d7260766413ff8c1
76,Iea6c13f74a338d14b4d596d5
83,Id7b7a7f2868c431887fb8f93
54,I89e2ef83376623a59ab1ad8b
90,Ifcecbf0691d6db0d83b61a4e
93,I36e6616752bce003c2a6ce12
66,I1216d7f877d34b1aff7d6271
97,I292296ca4b6e33cf52dc15ef
93,I1e07cab8b300d309d908d022
83,I0faffba16096590b123a9e01
88,I63c431efdb25dfefd8b3db97
75,I7e156296cd5049fc31f0d23d
75,Ia8613f96baee63be6d4ddd8d
62,Ibaa75a16a8ac15152668b7b8
79,I014cdbdcc895f45e8d7922e0
79,Iddd1754f4b68ad7ec2a427dc
58,I5ef54fa58eacc12b70e4de47
86,I17983369420732ef7d45979a
82,I4029793e63ceb429a288cdd3
64,I99aa08232a6d21fe19fbae92
66,Ia2c370c7a3ac2eff7695220b
74,Ib82d35398d8e7f5235fe6974
80,Idd6c1ab2a3ac57d9f329bfdf
79,I785ee329d4a5a95cc12278f7
81,I45717a6735343f3f208b2718
69,I89267ea7b09df9b1cd70fc25
65,I7540d1a0a762dba710558e20
87,Ie7f55d380951ff2cd887e40c
53,I5b0f024dec5469cc98447309
81,I3b50b751f8e33b7db08ea90a
72,Iea4ce7e9264c5ebcc9e75ad0
69,Ie1a64a9586199c78fdafbd98
98,I09145d8fe8ce32ddbc96c18f
95,I8134e6355d3bfb02a75cab5b
55,I8a56d41a70793874794a5876
79,I13c7079bc3207e58c793b435
51,I9995c4c1f8475c2541d7ccd0
54,Iddf7c5a1222fc4506e713eae
63,I7150864bddd20ce6b189ab4e
66,Ia74df15e3da7f46e08cd35c3
94,Ic88dcf7196675474ba61229d
81,I08f4ba8ef50ff274e4bb8e64
